molecule_chembl_id,canonical_smiles,pIC50
CHEMBL1532668,Nc1cc(Cl)c2nonc2c1[N+](=O)[O-],8.09272456610897
CHEMBL1588411,Cc1nnc(Sc2cc(NCCCO)c([N+](=O)[O-])c3nonc23)s1,4.960665211261914
CHEMBL1449204,CCOC(=O)CS(=O)(=O)c1nc(-c2ccccc2)cc(C(F)(F)F)n1,4.716563075472224
CHEMBL1726592,O=c1c2cc(C(F)(F)F)ccc2sn1-c1ccccc1,4.303137084234035
CHEMBL1471341,CCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(C)cc2)n1,5.116452120731957
CHEMBL1432251,COc1ccc(CS(=O)(=O)/C(Cl)=C(/Cl)C(=O)Nc2ccc(OC)nc2)cc1,8.366198078719734
CHEMBL1734503,COc1ccc(C[C@@H]2OC3(C=CC(=O)C=C3)O[C@H]2Cc2ccc(OC)cc2)cc1,4.757707095017069
CHEMBL1999049,CCn1c(Cl)c(C=O)s/c1=N\S(=O)(=O)c1ccccc1,4.904133546521457
CHEMBL1904199,O=C(NCc1ccccc1C(F)(F)F)c1cccc2c1C(=O)c1ccc(N3CCC(N4CCCCC4)CC3)cc1S2(=O)=O,5.229884705212898
CHEMBL1375884,Cc1cccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3ccc(F)cc3)n2)c1,8.29902817157103
CHEMBL3207597,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1ccc2c(c1)OCO2,4.9023609844531615
CHEMBL1589062,COc1ccc(Cn2cc3c(-c4ccc(F)cc4)nnc-3c3cc(OC)c(OC)cc32)cc1,5.253054590384895
CHEMBL1542492,CC(NC(=O)/C(C#N)=C/c1ccc([N+](=O)[O-])o1)c1ccccc1,5.08444188458848
CHEMBL1385690,CCCC(=O)OCCNc1cc(Sc2nccn2C)c2nonc2c1[N+](=O)[O-],5.0804512410311515
CHEMBL1472131,CCCCNc1ccc2c3c(cccc13)C(=O)N(CCCC)C2=O,5.512720183556931
CHEMBL1492648,CS(=O)(=O)c1nc(-c2ccccc2)cc(C(F)(F)F)n1,4.536629672707593
CHEMBL1434843,O=C(NC1CCCCC1)c1cccc2c1C(=O)c1ccc(N3CCC(Cc4ccccc4)CC3)cc1S2(=O)=O,5.411728293157671
CHEMBL1736537,CC(=O)Nc1ccc2c(c1)Cc1cc(N3C(=O)C=CC3=O)ccc1-2,5.140561464544944
CHEMBL1565458,O=C1C2C(c3ccccc3)C=CC(c3ccccc3)C2C(=O)N1c1ccccn1,4.224965109472471
CHEMBL1372920,O=C1c2cccc3c(O)ccc(c23)C(=O)N1c1ccc(Cl)cc1,4.718602978151243
CHEMBL1611002,CCN(CC)c1ccc2cc(-c3nnc(-c4ccccc4)o3)c(=O)oc2c1,8.091946971907582
CHEMBL1966746,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1cccs1,8.091946971907582
CHEMBL1966700,COc1ccc(C(=O)Nc2ccc(/C(C)=N/NC(=O)c3ccncc3)cc2)cc1,8.091946971907582
CHEMBL3207378,C/C(=N\O)c1ccc2c3c([nH]c2c1)CCCC3,8.091946971907582
CHEMBL1518886,N#CC(C#N)=C1C=C2C=C(N3CCCCCC3)CCC2CC1,5.6010189333418685
CHEMBL1398812,O=[N+]([O-])c1ccc(N2CCCCCC2)c2nonc12,4.237636582854923
CHEMBL598477,O=C(Nc1ccc2oc(-c3ccccc3F)nc2c1)c1ccc([N+](=O)[O-])o1,8.091946971907582
CHEMBL1604962,N#CC(C#N)=C1C=C2C=C(N3CCOCC3)CCC2CC1,5.562090964460501
CHEMBL3198439,CC(C)n1cc(/C=N/Nc2ccc(Cl)c(C(=O)O)c2)c2ccccc21,8.091946971907582
CHEMBL1491016,COc1cc(/C=C2/SC(=S)N(Cc3ccccc3)C2=O)cc(OC)c1O,8.091946971907582
CHEMBL1379677,O=C1c2ccccc2-c2onc3ccc(NCCCn4ccnc4)c1c23,5.765229704839084
CHEMBL1604510,COc1ccc(/C=C2/SC(c3ccc(C)cc3)=NC2=O)cc1OC,8.091946971907582
CHEMBL1582196,CC(C)C(CCN1C(=O)c2ccccc2C1=O)c1ccco1,4.871988667424025
CHEMBL1306565,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1.[Na+],8.091946971907582
CHEMBL1556007,O=C(Nc1ccc(C(F)(F)F)cc1)c1ccc(NC(=O)C2CCCO2)cc1,8.091946971907582
CHEMBL1413533,COc1ccccc1N1N=C(c2ccc([N+](=O)[O-])cc2)CC1c1ccccc1,8.091946971907582
CHEMBL1524257,Cc1cccc(N2C(=O)c3cccc4c(N)ccc(c34)C2=O)c1,4.681894907959959
CHEMBL1396129,COc1ccc(-c2cc(=O)oc3c(C)c(OCC(=O)NCCCn4ccnc4)ccc23)cc1,4.46953135311107
CHEMBL1409608,CCOc1ccc(/C=C2\CCCc3c2nc2ccccc2c3C(=O)O)cc1OC,4.438564672096194
CHEMBL1413510,Nc1ccc2c3c(cccc13)C(=O)N(c1ccccc1)C2=O,4.964410182756542
CHEMBL1310325,CCN(CC)CCOC(=O)c1ccc(N/C=C(/C#N)c2nc(-c3cc4ccccc4oc3=O)cs2)cc1,8.091946971907582
CHEMBL1458472,O=P(O)(O)c1cc(-c2ccccc2)oc1-c1ccccc1,4.969683694011414
CHEMBL1416351,COc1ccc2c(Cl)c(C(=O)NCCCn3ccnc3)sc2c1Cl,8.091946971907582
CHEMBL1419637,CCc1cc(=O)oc2cc(C)c(CN3CCCC3)c(O)c12,5.157702865671935
CHEMBL1333292,COc1ccc(-c2occ(C(=O)O)c2C(=O)O)cc1,4.446092711772258
CHEMBL1977499,CN(/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)c1ccccc1,8.091946971907582
CHEMBL1399400,O=C1C2C(c3ccccc3)C=CC(c3ccccc3)C2C(=O)N1c1ccncc1,4.20460666506871
CHEMBL1303641,COCCCNc1c(O)nc2cccc3c2c1-c1ccccc1C3=O,5.735182176990463
CHEMBL587994,CCC(/C=C1\Sc2ccc3ccccc3c2N1C)=C\c1sc2ccc3ccccc3c2[n+]1C.[Cl-],8.091946971907582
CHEMBL1498210,CCN1CCN(C2=CC3=CC(=C(C#N)C#N)CCC3CC2)CC1,5.4319156686846055
CHEMBL1430184,CCCN1C(=O)c2cccc3c(N4CCCCC4)ccc(c23)C1=O,8.091946971907582
CHEMBL1527994,CCN(CC)c1ccc(/C=C/C(=O)c2ccc(Br)cc2)cc1,5.073143291050307
CHEMBL1387366,CNc1ccc2c3c(cccc13)C(=O)N(C)C2=O,5.51427857351842
CHEMBL1390971,Cc1nn(C)c(C)c1N1C(=O)c2cccc3c(N)ccc(c23)C1=O,5.046240308266771
CHEMBL1420142,CN1/C(=C\C=C2/C(=O)Oc3ccccc3C2=O)C(C)(C)c2ccccc21,4.5021170575755685
CHEMBL1547938,O=C1c2cccc3c(O)ccc(c23)C(=O)N1Cc1ccco1,4.882297938790685
CHEMBL1502002,CCOC(=O)C1CCCN(c2ccc([N+](=O)[O-])c3nonc23)C1,4.5806722030032425
CHEMBL1304024,O=Cc1ccc2cccc3c2c1N=C(C(F)(F)F)N3,5.057545473657523
CHEMBL1495079,Cn1cc(/C=C(\C(=O)O)C(C(=O)O)=C2CCCCC2)c2ccccc21,4.267003471888871
CHEMBL1605743,O=c1ccc2c(-c3ccccc3)c3ccc(O)cc3oc-2c1,6.426873005565224
CHEMBL1501987,CCCCn1c(=O)[nH]c2nc3cc(N)ccc3nc2c1=O,4.775285695469602
CHEMBL1398345,CCN1C(=O)c2cccc3c(N)ccc(c23)C1=O,5.083914700156297
CHEMBL1985696,COc1ccc(/C(C)=N/NC(=O)c2nnn(-c3nonc3N)c2-c2ccccc2)cc1,8.091946971907582
CHEMBL1597682,O=C(CCN1C(=O)/C(=C/c2ccc(Cl)cc2)SC1=S)NCCCn1ccnc1,8.091946971907582
CHEMBL1724937,CN1C(=O)/C(=N\CCO)c2c3ccccc3c(O)c3cccc1c23,5.856360764725457
CHEMBL1410659,CC(=O)Nc1ccc(N2C(=O)c3cccc4c(O)ccc(c34)C2=O)cc1,4.899560524720892
CHEMBL1985601,CN(C)c1ccc(/C=N/N(CCO)C2=NS(=O)(=O)c3ccccc32)cc1,5.026872146400302
CHEMBL1571034,COc1cc(OC)c(-c2c3cc(O)c(=O)cc-3oc3cc(O)c(O)cc23)cc1OC,5.291239276309684
CHEMBL1453652,O=C(O)c1ccccc1-c1ccc(/C=C/c2cc(C(F)(F)F)nc(O)n2)o1,4.601677980244123
CHEMBL3190111,COCCCn1/c(=N/C(=O)c2ccccc2)c(C#N)cc2c(=O)n3cccc(C)c3nc21,8.091946971907582
CHEMBL1576762,Cc1n[nH]c(C)c1N1C(=O)c2cccc3c(N4CCCCCC4)ccc(c23)C1=O,4.809416204022821
CHEMBL1362746,CCN(CC)C1=CC2=CC(=C(C#N)C#N)CCC2CC1,8.250224028951294
CHEMBL1522563,Nc1ccc2ccc3cccc[n+]3c2c1.[O-][Cl+3]([O-])([O-])[O-],8.298433851057679
CHEMBL1412067,CN1C(=O)c2cccc3c(N)ccc(c23)C1=O,5.14466259553046
CHEMBL1373849,O=C1/C(=C\c2cc(Cl)c(O)c(Cl)c2)SC(=S)N1Cc1ccccc1,4.3060884711944
CHEMBL1713905,CN1C(=O)/C(=N\CCc2ccccc2)c2c3ccccc3c(O)c3cccc1c23,5.034422042089472
CHEMBL1990694,CCCC/N=C1\C(=O)N(C)c2cccc3c(O)c4ccccc4c1c23,4.926025180133341
CHEMBL1322893,COc1ccccc1-c1csc(-n2ncc(C#N)c2N)n1,8.091946971907582
CHEMBL1492044,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2ccccc21,4.400586394209363
CHEMBL1502551,CCN(CC)c1ccc2cc(C(=O)NCc3ccc(F)cc3)c(=N)oc2c1,8.091946971907582
CHEMBL1991136,CN(/N=C/c1ccc(N(C)C)cc1)C1=NS(=O)(=O)c2ccccc21,4.82492327882379
CHEMBL1431610,O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,4.656296068216789
CHEMBL1583960,CCN(CC)c1ccc2cc(C=O)c(=O)oc2c1,4.411459394032273
CHEMBL1583872,N#CC(C#N)=C1C=C2C=C(N3CCCCC3)CCC2CC1,5.632457726479423
CHEMBL1510317,O=C1CCN2C=Nc3cccc4ccc1c2c34,5.03531618502396
CHEMBL1557243,CC(C)n1cc(/C=C/c2cc[n+](C)cc2)c2ccccc21.[I-],4.537033299090238
CHEMBL1446754,CCn1c(=S)sc2c(=O)n(CC(=O)Nc3ccccc3C(F)(F)F)c(C)nc21,8.091946971907582
CHEMBL1606773,CCOc1cc2c(cc1/C=C/c1noc(C)c1[N+](=O)[O-])OC(C)C2,8.091946971907582
CHEMBL1490312,CN1C(=O)/C(=C\c2ccc(N(C)C)cc2)OC1=S,8.091946971907582
CHEMBL1331195,CN(C)/C=C1\C=C2C(=O)c3ccccc3N2C1=O,6.048526481857306
CHEMBL1557268,CCOC(=O)c1c2c3c(cccc3n(C)c1=O)C(=O)c1ccccc1-2,4.2698559116690005
CHEMBL1432003,CCCCC(Sc1nc(N)c(NC(=O)c2ccco2)c(O)n1)C(=O)O,8.091946971907582
CHEMBL1320566,Cc1ccc2[nH]cc(/C=C/c3cc[n+](C)cc3)c2c1.[I-],4.588346629102688
CHEMBL1513792,Cc1ccc(Cn2c(C(C)Nc3nc(-c4ccc(C)cc4)cs3)nc3cc(Cl)c(Cl)cc32)cc1,4.599047772139096
CHEMBL1510658,CC(=O)N(c1cccc(C)c1)C1SC(=O)N(c2ccccc2)C1=O,4.2652561604174615
CHEMBL1392848,Nc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)cc1C(=O)O,5.349401101827343
CHEMBL1332522,CCCCN(C)C1=CC2=CC(=C(C#N)C#N)CCC2CC1,5.390939450069913
CHEMBL1538987,CC(C)(C)c1ccc(-c2c(C(=O)O)c(C(=O)O)c3n2CSC3)cc1,4.5146193302890625
CHEMBL1439847,Cc1nn(-c2ccccc2)c(Cl)c1/C=C(\CC(=O)O)c1nc2ccccc2s1,5.033201453616639
CHEMBL1415476,CCCCCCn1c(=O)[nH]c2nc3cc(N)ccc3nc2c1=O,4.279873786958028
CHEMBL1463795,CN1CCN(C2=CC3=CC(=C(C#N)C#N)CCC3CC2)CC1,5.523168371487739
CHEMBL533293,CCN1/C(=C/C=C/c2oc3ccc4ccccc4c3[n+]2CC)Oc2ccc3ccccc3c21.Cc1ccc(S(=O)(=O)[O-])cc1,8.091946971907582
CHEMBL1607380,COc1ccc(/C=C2\CCCc3c2nc2ccccc2c3C(=O)O)cc1OC,4.251424383069008
CHEMBL2003304,CC/N=C1\C(=O)N(C)c2cccc3c(O)c4ccccc4c1c23,5.307417437725091
CHEMBL1500251,Nc1cccc(N2C(=O)c3cccc4c(N)ccc(c34)C2=O)c1,4.5824950924276875
CHEMBL1472131,CCCCNc1ccc2c3c(cccc13)C(=O)N(CCCC)C2=O,4.5859630643350835
CHEMBL1372738,CCOc1ccc(-c2cc(C(=O)NCCCn3ccnc3)c3cc(Br)ccc3n2)cc1,8.091946971907582
CHEMBL374632,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,5.564155634015559
CHEMBL1523652,Oc1ccc2ccccc2c1-c1sc(Nc2ccccc2)n[n+]1-c1ccc(F)cc1.[Cl-],4.49513512099229
CHEMBL1315955,COC(=O)c1sccc1NC(=O)c1ccc(C#N)cc1,8.091946971907582
CHEMBL1542877,N=C1/C(=C\c2coc3ccccc3c2=O)C(=O)N=C2SC=CN12,4.593493883214197
CHEMBL1425421,Cc1cc(OCc2cc(C(=O)O)oc2C)c2c3c(c(=O)oc2c1)CCCC3,6.235077015350112
CHEMBL1591156,Cc1cc(=O)oc2c3c(cc(OCC(=O)N4CCC[C@H]4C(=O)O)c12)OC(C)(C)CC3,5.307064997468863
CHEMBL1448093,O=C1Nc2cc(C(=O)N3CCC(N4CCCCC4)CC3)ccc2S/C1=C\c1ccccc1,5.345438445258257
CHEMBL1578600,Oc1nc2c(s1)C(c1cccnc1)C1C3CCC(C3)C1S2,7.469288162018343
CHEMBL1447888,COc1ccc2[nH]c(C(=O)O)c(CCN3C(=O)c4ccc(C(=O)O)cc4C3=O)c2c1,6.363431871892868
CHEMBL1574794,Cc1c(C)c2ccc(OCC(=O)N3CCC[C@@H]3C(=O)O)c(C)c2oc1=O,5.680061560019691
CHEMBL1346167,O=C(CSc1nnc(NC(=O)c2cccc(F)c2)s1)NCc1ccco1,5.341797746612985
CHEMBL1415903,Sc1nnc(-c2ccccc2)n1C1C=CCCC1,5.3019864960608185
CHEMBL3194647,O=[N+]([O-])c1ccccc1/C=C/C=N/n1c(S)nnc1-c1ccccc1F,8.285780669942016
CHEMBL1358969,O=C(CSc1nnc(NC(=O)C2CC2)s1)NCc1ccccc1Cl,5.335076106561918
CHEMBL1422515,CC1CCCC(C)N1C(=O)CSc1nnc(NC(=O)c2cccs2)s1,5.406713932979542
CHEMBL1596878,CC1=C(C(=O)O)N2C(=O)C(NC(=O)c3nn(C)cc3[N+](=O)[O-])C2SC1,5.068491278133383
CHEMBL1378904,O=C(CSc1nnc(NC(=O)c2ccccc2[N+](=O)[O-])s1)NCc1ccco1,5.581532979053399
CHEMBL1464897,CCCn1c(S)nnc1C(C)C,5.458920232223371
CHEMBL1373572,COc1ccc(-c2cc(C(F)(F)F)nc(N3CCN(C)CC3)n2)cc1,8.091946971907582
CHEMBL1445447,Sc1nnc(C2CC2)n1Cc1ccco1,5.424696666577601
CHEMBL1299716,Cc1n[nH]c(C)c1CCCCOc1ccc([N+](=O)[O-])cc1,5.279344643448276
CHEMBL1555759,CCCc1cc(=O)oc2c3c(cc(OCC(=O)N[C@@H](C)C(=O)O)c12)OC(C)(C)CC3,5.156829535480102
CHEMBL1540042,CCCCn1c(S)nnc1-c1ccoc1C,5.37202001017002
CHEMBL1438203,Cc1ccc(-c2c(C(=O)O)c(C(=O)O)c3n2CSC3)cc1,5.529736553034922
CHEMBL1558250,CCCCn1c(S)nnc1-c1nn(C)c(C)c1Cl,5.700492701299512
CHEMBL1554968,Cc1cc(OCC(=O)N2CCC[C@@H]2C(=O)O)c2c(C)c(C)c(=O)oc2c1,5.275069085807602
CHEMBL1324305,Cc1c(Cl)c(-c2nnc(S)n2-c2ccc(F)cc2)nn1C,5.204258979130756
CHEMBL1379746,O=C(c1ccco1)N1N=C(c2ccc(Cl)cc2)CC1c1ccco1,5.7942544590573375
CHEMBL1401466,O=C(C1=C(O)C(=O)N(Cc2cccnc2)C1c1ccccn1)c1ccccc1,5.663540266151471
CHEMBL1376656,O=C(CSc1nnc(NC(=O)c2ccccc2)s1)NCc1ccco1,5.334700500500103
CHEMBL1389969,Sc1nnc(-c2ccco2)n1Cc1ccccc1,5.454198242840723
CHEMBL1452412,Sc1nnc(-c2ccccc2)n1Cc1ccccc1,5.080764962076749
CHEMBL1419367,C=CCn1c(S)nnc1C1CC1,5.077585975854365
CHEMBL1445684,Sc1nnc(-c2ccc3ccccc3n2)n1-c1ccc2c(c1)OCCO2,5.101219986710174
CHEMBL1340014,O=c1c2ccccc2cnn1Cc1nnc(S)n1C1CC2CCC1C2,5.014932966849499
CHEMBL1390220,CC(C)Cn1c(S)nnc1-c1ccco1,5.359717370303319
CHEMBL1455265,O=C(O)c1c(C(=O)O)c(-c2ccc(Br)cc2)n2c1CSC2,5.821598658466245
CHEMBL1516970,Sc1nnc(-c2cccs2)n1C1CCCCC1,5.882728704344236
CHEMBL3190779,CN(C)S(=O)(=O)c1cccc(NC(=S)N/N=C/C2CC=CCC2)c1,6.47543512658219
CHEMBL1498006,CC(C)(C)C(=O)Nc1nnc(CSCc2ccccc2F)s1,5.706858516549069
CHEMBL1573007,O=[N+]([O-])c1ccc(-c2ccccc2)c([As](=O)(O)O)c1,6.6112063276764985
CHEMBL1458632,NC(=O)SCC(=O)Nc1ccccc1C(=O)O,5.2784366816425194
CHEMBL1603777,CCOC(=O)c1[nH]c(C(=O)O)c(CCC(=O)OC)c1C,5.3014645074379985
CHEMBL3194162,O=C(O)c1cccc(NC(=S)N/N=C/c2ccccc2OCc2cccc(Br)c2)c1,5.935167780261426
CHEMBL1435494,Cc1cc(=O)oc2c3c(cc(OCC(=O)N[C@@H](Cc4ccccc4)C(=O)O)c12)OC(C)(C)CC3,5.1244178956721145
CHEMBL1527705,Oc1nc(SCc2nnc(S)n2-c2ccccc2)nc2sc3c(c12)CCC3,5.376337292643796
CHEMBL3196601,O=C(O)COc1ccccc1/C=N/n1c(S)nnc1C1CCCCC1,5.06454311928839
CHEMBL1579462,O=C(O)/C=C/c1nnc2c3ccccc3cnn12,5.352421445787545
CHEMBL3213100,COc1cc(OC)c(OC)cc1/C=N/NC(=O)CC1C(=O)NN=C1C,5.835647144215563
CHEMBL1368761,COc1cc2c(cc1OC)C(C)N(C(=O)c1nccnc1C(=O)O)CC2,5.241466577762713
CHEMBL1455686,CCn1c(S)nnc1-c1nn(-c2ccccc2)ccc1=O,5.06706985716921
CHEMBL1469441,O=C(O)c1[nH]c2ccc(Br)cc2c1CCN1C(=O)c2cccc([N+](=O)[O-])c2C1=O,6.145086977692144
CHEMBL1492629,Cc1ccc(S(=O)(=O)n2[nH]c(=O)cc2NC(=O)c2cccs2)cc1,6.92016780032278
CHEMBL1410338,Cc1ccc(-c2nnc(S)n2-c2ccccc2)cc1,4.99727252731017
CHEMBL1534296,O=C(O)c1ccccc1Sc1ncnc2sc3c(c12)CCC3,5.407823242604133
CHEMBL3191768,COc1ccc(OC)c(/C=N/NC(=O)CC2C(=O)NN=C2C)c1,5.671416550285798
CHEMBL1391244,CC(C)(C)c1ccc(-c2nnc(S)n2CCCN2CCOCC2)cc1,5.172114017210144
CHEMBL1597507,O=C(CCN1C(=O)/C(=C/c2ccccc2F)SC1=S)NCCCn1ccnc1,5.3473669319168895
CHEMBL1414554,O=P(O)(O)c1ccccc1OCCCCCOc1ccccc1P(=O)(O)O,6.064492734175287
CHEMBL1423602,CSC[C@H](NC(=O)COc1cc2c(c3oc(=O)c(C)c(C)c13)CCC(C)(C)O2)C(=O)O,5.375717904164332
CHEMBL3197536,CCc1nnc(S)n1/N=C/c1ccc(NC(C)=O)cc1,5.6823544567788415
CHEMBL1556501,CCOC(=O)N=S(N)(=O)c1ccccc1,5.31443738884177
CHEMBL1548211,COc1ccccc1C(=O)Nc1nnc(SCC(=O)NCc2ccco2)s1,5.583692412940118
CHEMBL1541211,COc1ccc(C(=O)C2=C(O)C(=O)N(Cc3ccco3)C2c2cc(OC)ccc2OC)cc1,5.251037138743839
CHEMBL1315870,CCCCc1cc(=O)oc2c3c(cc(OCC(=O)N4CCC[C@H]4C(=O)O)c12)OC(C)(C)CC3,5.049099910633613
CHEMBL3199800,O=[N+]([O-])c1ccccc1/C=N/n1c(S)nnc1C(F)(F)F,5.505845405981558
CHEMBL1537904,O=C(O)CC/C(=C\c1cc([N+](=O)[O-])ccc1Cl)c1nc2ccccc2s1,5.380280734388273
CHEMBL1576713,Cn1c(S)nnc1-c1sccc1OCc1ccc(Cl)cc1Cl,6.111259039317107
CHEMBL1532258,COc1cccc(-n2c(S)nnc2CNC(=O)OC(C)(C)C)c1,5.106016432788153
CHEMBL1537972,O=C(CSc1nnc(NC(=O)c2cc(Br)ccc2Cl)s1)NCC1CCCO1,5.231213953091986
CHEMBL1587451,O=C(CSc1nnc(NC(=O)c2c(F)cccc2F)s1)NCc1ccccc1,5.441051554021961
CHEMBL1400031,Fc1ccccc1-c1nnc(S)n1Cc1ccccc1,5.383419469914114
CHEMBL1456096,Sc1nnc(-c2cccs2)n1Cc1ccccc1,6.051098239029786
CHEMBL1414683,CC(C)(C)C(=O)Nc1nnc(SCC(=O)NCc2cccs2)s1,6.058488567365597
CHEMBL1538097,Cc1ccc(-n2c(S)nnc2-c2nn(C)c(C)c2Cl)cc1,5.42969061456412
CHEMBL1517808,Cc1cccc(C(=O)Nc2nnc(SCC(=O)NCc3ccco3)s2)c1,4.665465831390844
CHEMBL1556931,Sc1nnc(-c2ccccc2)n1CC1CCCO1,5.38153350780092
CHEMBL1509766,Sc1nnc(C2CC2)n1Cc1ccccc1,6.026872146400302
CHEMBL1431288,Cc1cccc(C2c3[nH]c4ccccc4c3CCN2C(=O)c2cc(CC(C)C)nc(O)n2)n1,5.561932549546506
CHEMBL3196939,CCc1nnc(S)n1/N=C/C(C)=C\c1ccccc1,6.478482728267383
CHEMBL1463059,Cc1cccc(-n2c(C)nnc2S)c1C,5.082547008070336
CHEMBL1381292,Sc1nnc(Cn2c(-c3ccccn3)nc3ccccc32)n1-c1ccc2c(c1)OCCO2,5.3945872018469485
CHEMBL1314447,Cc1c(C)c2c(OCC(=O)N3CCC[C@H]3C(=O)O)cc3c(c2oc1=O)CCC(C)(C)O3,6.279840696594043
CHEMBL335619,O=C(O)Cn1cccc1C(=O)c1ccccc1,5.394156460941911
CHEMBL1371432,COCC(C)NC(=O)c1cc2cccc([N+](=O)[O-])c2[nH]1,5.211124884224583
CHEMBL1549144,CC(C)(C)CC(=O)Nc1nnc(SCC(=O)NCc2cccs2)s1,5.177766519761156
CHEMBL1431535,O=C1Nc2cc(C(=O)NCCCN3CCOCC3)ccc2S/C1=C/c1ccccc1F,4.754907023898719
CHEMBL1605748,O=C(O)c1ccccc1C(=O)c1cccc2ccccc12,8.266193408116102
CHEMBL1522756,COc1ccccc1-n1c(S)nnc1-c1ccco1,5.28274568723745
CHEMBL1577281,O=P(O)(O)c1ccccc1OCc1ccccc1,6.161780778092374
CHEMBL1606520,Cc1ccccc1C(=O)Nc1nnc(SCC(=O)NCc2ccco2)s1,5.95233580539844
CHEMBL1483727,CSc1nc(SCC(=O)O)c2c3c(sc2n1)COC(C)(C)C3,5.271402756616569
CHEMBL1402778,O=C(CSc1nnc(NC(=O)C2CCCCC2)s1)NCc1ccco1,5.651305809734459
CHEMBL1493353,CC(C)(C)c1ccc(COc2ccsc2C(=O)O)cc1,5.2432878398352285
CHEMBL1573854,O=C(C1=C(O)C(=O)N(Cc2cccnc2)C1c1ccccn1)c1ccc(F)cc1,6.026410376572743
CHEMBL1328086,O=C(O)C1Sc2nc(O)sc2C2c3cc(Cl)ccc3OC(=O)C12,8.091946971907582
CHEMBL1424340,CCN(CC)C(=O)CSc1nc2ccc(NC(=O)CSc3nccn3C)cc2s1,5.442492798094342
CHEMBL1610243,Cc1cc(C(=O)OCC(=O)NC(=O)c2cccn2C)c2ccccc2n1,5.639028116274064
CHEMBL1559733,O=C(C1=C(O)C(=O)N(Cc2cccnc2)C1c1ccccn1)c1cccs1,5.316142794599654
CHEMBL1345175,CC1CCCCC1n1c(S)nnc1-c1cccnc1,5.3929741215652145
CHEMBL1557347,CCCCn1c(S)nnc1-c1nn(C)cc1Cl,5.789413975094844
CHEMBL1606872,CCCCn1c(S)nnc1-c1sccc1C,6.017276612331455
CHEMBL1538815,C=C(c1cccc2ccccc12)P(=O)(O)O,5.664542099310616
CHEMBL3191623,CC(=C/c1ccccc1)/C=N/n1c(S)nnc1-c1ccncc1,5.4874490070957895
CHEMBL1348676,Cc1nn(CCc2nnc(S)n2-c2cccc(Cl)c2)c(C)c1[N+](=O)[O-],5.3655227298392685
CHEMBL1584189,Sc1nnc(-c2ccco2)n1-c1cccc2ccccc12,5.401647290130716
CHEMBL1594123,CCCc1cc(=O)oc2c3c(cc(OCC(=O)N4CCC[C@H]4C(=O)O)c12)OC(C)(C)CC3,5.763210900590707
CHEMBL3194164,Oc1c(Br)cc(/C=N/n2c(S)nnc2-c2ccccc2)cc1Br,8.28274943129104
CHEMBL3194460,O=C(O)c1cccc(NC(=S)N/N=C/c2ccccc2OCc2ccc(Br)cc2)c1,6.053056729302175
CHEMBL1326008,Cc1c(C)c2c(OCC(=O)N[C@@H](C)C(=O)O)cc3c(c2oc1=O)CCC(C)(C)O3,5.813043664534588
CHEMBL1415221,Cn1c(S)nnc1-c1sccc1OCc1ccccc1,5.92009553233328
CHEMBL1411914,O=Cc1c(O)nc2ccccc2c1NCc1ccc(Cl)cc1,5.008773924307505
CHEMBL1577867,O=C(O)C(NC(=O)c1ccccc1)=C(Cl)Cl,5.105075022640457
CHEMBL1397449,CCc1cc(=O)oc2c(C)c(OCC(=O)N3CCC[C@@H]3C(=O)O)ccc12,5.047546603576967
CHEMBL1550381,CC(=O)c1ccc(-c2ccc(Cn3c(C)nc4cc(N)c(C)nc43)cc2)cc1,5.2016947179780235
CHEMBL1442450,Cn1ccnc1SCC(=O)Nc1ccc2nc(SCC(=O)NC3CC3)sc2c1,5.04599883231843
CHEMBL1571964,Cc1c(OCC(=O)N2CCC[C@@H]2C(=O)O)ccc2c3c(c(=O)oc12)CCC3,5.2652801583443205
CHEMBL1388851,C=C(C)Cn1c(S)nnc1-c1cccs1,5.858550226599533
CHEMBL1371319,COc1ccc(OC)c(C2C(C(=O)c3ccco3)=C(O)C(=O)N2Cc2cccnc2)c1,6.154901959985743
CHEMBL1481755,COCC(=O)Nc1nnc(SCC(=O)NCc2cccs2)s1,5.440931665965463
CHEMBL3193161,CC(=C/c1ccccc1)/C=N/n1c(C)nnc1S,5.601539150391777
CHEMBL1328892,O=C(O)c1[nH]c2ccc(Cl)cc2c1CCN1C(=O)c2ccccc2C1=O,6.427581508012883
CHEMBL1345758,COc1ccccc1-c1nnc(S)n1Cc1ccco1,5.185286387304023
CHEMBL1464372,COc1ccc(-c2nnc(S)n2-c2ccc3c(c2)OCCO3)cc1OC,5.582196277360119
