,molecule_chembl_id,canonical_smiles,standard_value
454,CHEMBL1418341,Cc1cccc2sc(N(CCCN(C)C)C(=O)CCS(=O)(=O)c3ccccc3)nc12,49751.0
455,CHEMBL1539520,COc1ccc(C(=O)/C=C/C(=O)N(CC(=O)NC2CCCCC2)Cc2cccs2)c(O)c1,24738.0
456,CHEMBL2130584,CCOC(=O)[C@]12Cc3ccc(C)cc3[C@H]1N(C1CCCCC1)C(=O)c1ccccc12,19985.0
457,CHEMBL2130621,CCOC(=O)[C@]12Cc3ccccc3[C@H]1N(C1CCCCC1)C(=O)c1cc(OC)ccc12,47982.0
458,CHEMBL1497139,N#CC(C#N)=C1C=CC=CN1/C(=C\c1ccco1)C(=O)c1ccc(Br)cc1,44714.0
459,CHEMBL1485865,COC(=O)c1ccc2c(c1)C(C)(C)C(/C=C/c1ccc(OC)c(OC)c1OC)=[N+]2C.[I-],39105.0
460,CHEMBL1717890,O=C(NC1=CC(=O)c2ccccc2C1=O)c1ccccc1,49836.0
461,CHEMBL1610025,CCC(=O)OCCNc1cc(Sc2nc3ccccc3s2)c2nonc2c1[N+](=O)[O-],12151.0
462,CHEMBL1521425,N#Cc1ccccc1Cn1cc(/C=C/[N+](=O)[O-])c2ccccc21,24403.0
463,CHEMBL1518934,N#Cc1cccc(NC(=O)COC(=O)c2ccccc2C(=O)c2ccc(Cl)c([N+](=O)[O-])c2)c1,49761.0
464,CHEMBL1406130,O=c1c2cc(F)ccc2sn1-c1ccccc1,23716.0
465,CHEMBL1708074,COC(=O)C1=C(C(=O)OC)SC2(S1)C(C(=O)OC)=C(C(=O)OC)Sc1c2ssc1=O,14114.0
466,CHEMBL1428935,N#CC(C#N)=C1C=CC=CN1/C(=C\c1ccco1)C(=O)c1ccc(Cl)cc1,45884.0
467,CHEMBL1319018,CN1CCN(c2ccc(S(=O)(=O)N3CCCCC3)cc2NC(=O)/C=C/c2ccc(Cl)c([N+](=O)[O-])c2)CC1,49756.0
468,CHEMBL1477197,COCCN(CC(=O)NC1CCCCC1)C(=O)/C=C/C(=O)c1ccc(OC)cc1O,17821.0
469,CHEMBL1967436,CCCCCOc1ccc(Br)cc1/C(C)=N/NC1=NCCN1,49756.0
470,CHEMBL1967952,CCN(CC)CCN1C(=O)/C(=C\c2ccc(Cl)c([N+](=O)[O-])c2)S/C1=N\c1ccc(OC)cc1,49741.0
471,CHEMBL2373614,CC1=C(CO)C(=O)OC([C@@H](C)C2CC[C@H]3C4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)C4CC[C@]23C)C1,49766.0
472,CHEMBL1967856,CS(=O)(=O)c1ccc(C(=O)OCC(=O)N2CCN(CCC3CCCCC3)CC2)cc1[N+](=O)[O-].O=C(O)C(F)(F)F,11645.0
473,CHEMBL1411388,CC(=O)Nc1ccc(S(=O)(=O)N2c3ccccc3C(C)=CC2(C)C)cc1,49744.0
474,CHEMBL1613445,CCc1ccc2nc(N(CCCN(C)C)C(=O)c3ccc(S(=O)(=O)N4CCc5ccccc5C4)cc3)sc2c1.Cl,49746.0
475,CHEMBL1474947,O=C(Cn1ncc(Cl)c(Cl)c1=O)Nc1ccc2c(c1)OCO2,49741.0
476,CHEMBL1535938,COc1ccc(CC2=CC(=O)c3ccccc3C2=O)cc1,49748.0
477,CHEMBL2130991,CCOC(=O)[C@]12Cc3ccc(C)cc3[C@H]1N(C1CCCCC1)C(=O)c1cc(OC)ccc12,19115.0
478,CHEMBL1698845,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(N(CC)CC)cc2)cc1.[Cl-],10805.0
479,CHEMBL1723607,O=C(Cn1sc2ccccc2c1=O)Nc1ccc(Br)cc1,49766.0
480,CHEMBL1864580,O=c1ccc2ccccc2c2ccccc12,49806.0
481,CHEMBL2134789,CCOC(=O)[C@]12Cc3cc(Cl)ccc3[C@H]1N(C1CCCCC1)C(=O)c1cc(OC)ccc12,16809.0
482,CHEMBL1504283,O=C(Nc1ccc(F)cc1)c1nn(-c2ccccc2)c(=O)cc1Cl,49751.0
483,CHEMBL1864760,C#CCN(C[C@@H]1[C@@H](OC(=O)NCc2ccccc2F)[C@@H](OC(=O)NCc2ccccc2F)Cn2c(=O)ccc(=O)n21)S(=O)(=O)c1ccc(C)cc1,49741.0
484,CHEMBL1709419,O=C(Cn1sc2ccccc2c1=O)Nc1ccc(F)cc1,19343.0
485,CHEMBL1464798,Cc1cccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)NCc3ccc4c(c3)OCO4)n2)c1,21147.0
486,CHEMBL607553,Cc1cccc(-n2ncc(Cl)c(Cl)c2=O)c1,49801.0
487,CHEMBL1531245,CCCCn1c(=O)[nH]c(=O)c2c1nc(Cn1ncc(Cl)c(Cl)c1=O)n2CCC,49751.0
488,CHEMBL1346587,COc1ccc(-c2cc(N)n(S(=O)(=O)c3c(F)c(F)c(F)c(F)c3F)n2)cc1OC,34276.0
489,CHEMBL1361740,CCn1nc(C)cc1-c1nnc(Sc2ncc([N+](=O)[O-])s2)n1C,49796.0
490,CHEMBL1973156,O=C(/C=C1\C(=O)Nc2ccccc21)/C=C1\C(=O)Nc2ccccc21,28601.0
491,CHEMBL1443188,CN(CC(=O)Nc1ccccc1Cl)C(=O)COC(=O)c1nc(Cl)c(Cl)c(Cl)c1Cl,49751.0
492,CHEMBL1361913,O=C(c1ccccc1)c1ccccc1N1C(=O)C=CC1=O,15543.0
493,CHEMBL1585742,O=C(NCc1ccc2c(c1)OCO2)c1nc(S(=O)(=O)Cc2ccccc2)ncc1Cl,32535.0
494,CHEMBL1343392,Cc1ccc(C(=O)OCn2ncc(Cl)c(Cl)c2=O)cc1,49748.0
495,CHEMBL327502,COc1ccc(-n2sc3ccccc3c2=O)cc1,27039.0
496,CHEMBL1700000,Cn1cnc([N+](=O)[O-])c1S(=O)(=O)Oc1cccc2ccccc12,49740.0
497,CHEMBL508338,,18297.0
498,CHEMBL1974389,CC1=C(C)/C(=N\OS(=O)(=O)c2ccc(C)cc2)C=CC1=O,31009.0
499,CHEMBL1397665,Clc1nssc1=Nc1nncs1,49761.0
500,CHEMBL1710136,Cc1cc2[nH]c3c4ccccc4nc(C)c3c2cc1C,23631.0
501,CHEMBL1333510,O=C(Nc1ccccc1)c1nnsc1S(=O)(=O)c1ccc(Cl)cc1,18824.0
502,CHEMBL509617,CC1CC(C)(O)CC(C(O)CC2CC(=O)NC(=O)C2)C1=O,49685.0
503,CHEMBL1508121,O=C1C=C(c2ccccc2)C(=O)N1Nc1ccccc1,18676.0
504,CHEMBL1579152,N#CC(C#N)=C1C=CC=CN1/C(=C\c1ccco1)C(=O)c1ccc(-c2ccccc2)cc1,49771.0
505,CHEMBL1700347,CC1=CC2OC3CC4OC(=O)C=CC=CC(=O)OCCC(C)C(O)C(=O)OCC2(CC1O)C4(C)C31CO1,49729.0
506,CHEMBL1897634,C=C1C(=O)[C@]23C[C@H]1CCC2[C@@]1(C)C(C[C@@H]3O)[C@](C)(C(=O)OC)CC[C@@H]1O,24182.0
507,CHEMBL213580,COc1ccc([N+](=O)[O-])c(S(=O)(=O)c2ccccc2)n1,49742.0
508,CHEMBL1720128,Cc1ccc(NC(=O)Cn2sc3ccccc3c2=O)cc1,17668.0
509,CHEMBL1465409,CCC(=O)Nc1ccc(C(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1,49742.0
510,CHEMBL1317758,COc1ccc(OC)c2sc(N(CCCN(C)C)C(=O)CCS(=O)(=O)c3ccccc3)nc12.Cl,32077.0
511,CHEMBL1450616,O=C1CC(Sc2nnnn2-c2ccccc2)C(=O)N1c1cccc(Cl)c1,12637.0
512,CHEMBL1710429,Cc1[nH]c2ccccc2c1C1=CC(=O)C=CC1=O,19927.0
513,CHEMBL1306900,COc1cccc2sc(N(CCCN(C)C)C(=O)CCS(=O)(=O)c3ccccc3)nc12,17165.0
514,CHEMBL1710471,Cl.O=C1/C(=C/c2ccccc2)CN(C(=O)CCN2CCOCC2)C/C1=C\c1ccccc1,49687.0
515,CHEMBL1468847,O=C(Cn1ncc(Cl)c(Cl)c1=O)c1ccc(Cl)cc1,49756.0
516,CHEMBL1531308,O=C(C#Cc1ccccc1)c1ccco1,49761.0
517,CHEMBL1310644,Cc1cc(N2CCOCC2)ccc1/C=C\[N+](=O)[O-],49708.0
518,CHEMBL1719994,Cl.O=C1/C(=C\c2ccc(Cl)c(Cl)c2)CN(C(=O)CCN2CCOCC2)C/C1=C/c1ccc(Cl)c(Cl)c1,31412.0
519,CHEMBL1572920,CC(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2Cl)CC1,49756.0
520,CHEMBL1566706,O=[N+]([O-])/C=C/c1cn(Cc2ccc(Cl)cc2)c2ccccc12,49743.0
521,CHEMBL1465592,CC(C)(C)C(=O)/C(=C\c1cccc([N+](=O)[O-])c1)n1cncn1,49750.0
522,CHEMBL1710798,CC(=O)Nc1ccc2sn(-c3ccccc3)c(=O)c2c1,23425.0
523,CHEMBL1453089,O=[N+]([O-])/C=C/c1ccc2c(ccn2Cc2ccccc2)c1,30013.0
524,CHEMBL1458726,Cc1cc(SC#N)cc(C)c1NC(=O)CCl,49743.0
525,CHEMBL1606613,COc1ccccc1-c1cc(C(F)(F)F)nc(S(C)(=O)=O)n1,49751.0
526,CHEMBL1878035,O=C1C(=C(c2ccccc2)N2CCOCC2)Cc2ccccc21,49791.0
527,CHEMBL1720897,CN(C)CCC(=O)N1C/C(=C/c2ccccc2)C(=O)/C(=C\c2ccccc2)C1.Cl,49681.0
528,CHEMBL1586425,CNC(=O)c1nnsc1S(=O)(=O)c1ccc(Cl)cc1,11345.0
529,CHEMBL1319618,O=c1c(Cl)c(Cl)cnn1Cc1nnc(-c2ccccc2Br)o1,49756.0
530,CHEMBL1573201,O=[N+]([O-])/C=C\c1ccc(N2CCOCC2)cc1,49771.0
531,CHEMBL2139295,CCOC(=O)[C@]12Cc3cc(C)ccc3[C@H]1N(C1CCCCC1)C(=O)c1ccccc12,38995.0
532,CHEMBL1867341,O=[N+]([O-])c1ccc(Sc2ccncn2)c([N+](=O)[O-])c1,49722.0
533,CHEMBL1441181,CNC(=O)COC(=O)c1ccccc1C(=O)c1ccc(Cl)c([N+](=O)[O-])c1,49735.0
534,CHEMBL1720734,C=CC(=O)N1C/C(=C/c2ccc(Cl)cc2)C(=O)/C(=C\c2ccc(Cl)cc2)C1,49756.0
535,CHEMBL1517381,O=C(NCCN1C(=O)S/C(=C\c2ccc(Cl)c([N+](=O)[O-])c2)C1=O)C1=COCCO1,49756.0
536,CHEMBL1303914,COc1ccc(C2=CC(=O)N(Nc3ccccc3)C2=O)cc1,49781.0
537,CHEMBL1566835,COc1cc2c(cc1/C=C/[N+](=O)[O-])OCO2,49710.0
538,CHEMBL1981797,CC1=CC(=O)C(C(C)C)=C/C1=N/OS(=O)(=O)c1ccccc1,49756.0
539,CHEMBL1364723,CC1=C(C)C[S+]([O-])N(S(=O)(=O)c2ccc(Cl)cc2)C1,25756.0
540,CHEMBL1544131,Cc1ccc(-n2ncc(Br)c(Br)c2=O)cc1,49746.0
541,CHEMBL1731017,CCN(CC)CCC(=O)N1C/C(=C/c2ccccc2)C(=O)/C(=C\c2ccccc2)C1.Cl,49781.0
542,CHEMBL1702031,CC(C)(C)NCC(=Cc1ccccc1)C(=O)c1ccccc1,49851.0
543,CHEMBL610198,O=c1c(Cl)c(Cl)cnn1-c1ccccc1,49747.0
544,CHEMBL1878940,N#CC1c2ccccc2-n2nncc2CN1Cc1cc(Cl)cc(Cl)c1,49751.0
545,CHEMBL1730870,CC(=O)Oc1ccccc1C(=O)C=Cc1cccc([N+](=O)[O-])c1,49730.0
546,CHEMBL126602,O=C1Nc2ccccc2/C1=C\C(=O)c1ccccc1,49743.0
547,CHEMBL1311185,O=C(Nc1ccccc1)C1=C(c2ccccc2)S(=O)(=O)CCS1(=O)=O,49744.0
548,CHEMBL3392492,CC(OC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1)C(=O)NC1C2CC3CC(C2)CC1C3,49751.0
549,CHEMBL1414311,COc1nn(-c2ccccc2)c(=O)c(Cl)c1Cl,49730.0
550,CHEMBL2139498,CCOC(=O)[C@]12Cc3cc(OC)ccc3[C@H]1N(C1CCCCC1)C(=O)c1cc(OC)ccc12,49745.0
551,CHEMBL1544423,CCc1ccc2c(c1)/C(=C/C(=O)c1cccs1)C(=O)N2,49746.0
552,CHEMBL1370704,Cc1cc(C)c2c(=O)n(CC(=O)Nc3ccc(Cl)cc3)sc2n1,23611.0
553,CHEMBL1556661,CC(C)(C=O)C1=CC(=O)c2ccccc2C1=O,11486.0
554,CHEMBL1731349,C=CC(=O)N1C/C(=C/c2ccc(F)cc2)C(=O)/C(=C\c2ccc(F)cc2)C1,49690.0
555,CHEMBL1712082,CC1=C(O)C(=O)C=C2C1=CC=C1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C,38137.0
556,CHEMBL1423626,C=CCn1c(O)nnc1Sc1ncc([N+](=O)[O-])s1,41976.0
557,CHEMBL1423567,COc1cc(/C=C/[N+](=O)[O-])ccc1OC(=O)c1cccnc1,49761.0
558,CHEMBL1509181,COc1ccc(OC)c2sc(N(CCN(C)C)C(=O)/C=C/c3cccs3)nc12.Cl,49706.0
559,CHEMBL3195455,COc1ccc(/N=C2\S/C(=C\c3ccc(Cl)c([N+](=O)[O-])c3)C(=O)N2CCN(C)C)cc1.Cl,49745.0
560,CHEMBL1459140,CC(C)(C)C(=O)/C(=C/c1cccc([N+](=O)[O-])c1)n1cncn1,49751.0
561,CHEMBL1889898,C=C1C(=O)[C@]23C[C@H]1CCC2[C@@]1(C)C(C[C@@H]3O)[C@](C)(C(=O)OC)CC[C@@H]1OC(C)=O,18042.0
562,CHEMBL1703200,O=c1c2ccc(F)cc2sn1-c1ccccc1,23408.0
563,CHEMBL2143481,CCOC(=O)[C@]12Cc3c(cc(OC)c(OC)c3OC)[C@H]1N(C1CCCCC1)C(=O)c1ccccc12,25486.0
564,CHEMBL1889303,C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@]1(C)[C@@H](OC(C)=O)CC[C@@](C)(C(=O)OC)[C@H]1C[C@@H]3OC(C)=O,49801.0
565,CHEMBL1359902,COc1ccc(C(=O)/C=C/C(=O)N(CC(=O)NC2CCCCC2)CC2CCCO2)c(O)c1,19929.0
566,CHEMBL1561395,O=C1N/C(=C/c2ccc(N3CCOCC3)o2)C(=O)N1c1cccc(Cl)c1,21302.0
567,CHEMBL1374957,C=CCOc1cccc(C(=O)/C=C2/C(=O)Nc3ccccc32)c1,49750.0
568,CHEMBL1307636,O=S(=O)(c1cnc(Cl)c(Br)c1)N1CCc2ccccc21,49751.0
569,CHEMBL1702693,CN(C)CCC(=O)C(Cc1ccccc1)c1ccccc1.Cl,49781.0
570,CHEMBL1370977,Cc1cc(N2CCN(C)CC2)ccc1NC(=O)c1c2c(nc3ccccc13)CCN(Cc1ccccc1)C2,12330.0
571,CHEMBL1384167,Cc1ccccc1Oc1cc(-n2ncc(Cl)c(Cl)c2=O)ncn1,49750.0
572,CHEMBL1445650,COc1cc(NS(=O)(=O)c2ccc(C)cc2)c2ncccc2c1,49766.0
573,CHEMBL1502104,C=CCN1C(=O)/C(=C2/C(=O)Nc3ccccc32)c2ccccc21,49728.0
574,CHEMBL1548439,Cc1cccc(C)c1NC(=O)c1nc(S(=O)(=O)Cc2ccccc2)ncc1Cl,49743.0
575,CHEMBL2132689,CCCCCN1C(=O)c2cc(OC)ccc2[C@@]2(C(=O)OCC)Cc3cc(Cl)ccc3[C@@H]12,18758.0
576,CHEMBL1605956,CCOC(=O)c1ccc(NC(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1,49745.0
577,CHEMBL1712850,O=C(Cn1ncc(Cl)c(Cl)c1=O)NC(=O)NC1CCCCC1,49746.0
578,CHEMBL1520247,Cc1noc2ncnc(Sc3ccccc3Cl)c12,49750.0
579,CHEMBL1447796,O=c1oc(-c2ccccc2)cc(Cl)c1Cl,49747.0
580,CHEMBL1362660,COc1cc(OC)nc(-n2ncc(Br)c(Br)c2=O)n1,49746.0
581,CHEMBL1988648,CC1OC2CC(=O)OC2C2=C1C(=O)c1c(O)cccc1C2=O,38184.0
582,CHEMBL599098,O=[N+]([O-])c1cc(Br)c(Nc2ccccc2)c([N+](=O)[O-])c1,49756.0
583,CHEMBL1580134,COc1ccc(C(=O)/C=C2/C(=O)Nc3ccccc32)c(OC)c1,49743.0
584,CHEMBL1722641,CC(=O)OC1C(O)C(C)OC(OC2C(OC(=O)C3CCC4C(C3)OC3(CC(OC(=O)/C=C/c5ccccc5)C(C)CO3)C43CO3)OC(C)C(O)C2OC(C)=O)C1O,49751.0
585,CHEMBL1544797,COc1ccc(/C=C2\CN(Cc3ccccc3)C/C(=C\c3ccc(OC)c(O)c3)C2=O)cc1O,49744.0
586,CHEMBL1990598,CN1C2CCC1/C(=C/c1ccccn1)C(=O)/C2=C\c1ccccn1,49742.0
587,CHEMBL1520143,O=c1c2ccccc2sn1-c1ccc(F)cc1,29523.0
588,CHEMBL367376,O=C1NC2C(=CC(O)C(O)C2O)c2cc3c(c(O)c21)OCO3,49732.0
589,CHEMBL1881880,CC(=O)ON=C1C=CC(=C(C#N)c2ccccc2)C=C1,49786.0
590,CHEMBL1541441,COC(=O)[C@@H]1[C@@H](C(=O)OC)C2(c3ccccc3-c3ccccc32)N(c2ccc(Cl)cc2)N1C#N,49756.0
591,CHEMBL1334550,Cc1cccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)NCc3ccccc3)n2)c1,12265.0
592,CHEMBL1375338,CS(=O)(=O)c1nc(-c2ccc(F)cc2)cc(C(F)(F)F)n1,17738.0
593,CHEMBL1703892,O=C1/C(=C\c2ccc([N+](=O)[O-])cc2)CS(=O)(=O)C/C1=C/c1ccc([N+](=O)[O-])cc1,36398.0
594,CHEMBL1571290,O=C(NCc1cccnc1)/C(=C\c1ccc(-c2cccc(Cl)c2)o1)S(=O)(=O)c1ccccc1,49751.0
595,CHEMBL1456324,CC(C)(C)[C@H](N)C(=O)N[C@H]1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C,19498.0
596,CHEMBL1881622,Cn1cnc([N+](=O)[O-])c1S(=O)(=O)Oc1ccc(Cl)cc1,49727.0
597,CHEMBL1352171,Cc1ccc(-n2nc3c(N4CCC(C(=O)NCc5ccccc5C)CC4)nnc(C)c3c2C)cc1,16168.0
598,CHEMBL1365425,Cc1noc2ncnc(Sc3c(Cl)cccc3Cl)c12,49756.0
599,CHEMBL1703795,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,49791.0
600,CHEMBL1583665,CCOc1ccc(/C=C/[N+](=O)[O-])c2ccccc12,43127.0
601,CHEMBL598263,COc1ccc(CC2NCC(O)C2OC(C)=O)cc1,49743.0
602,CHEMBL1901984,C=C1C(=O)[C@]23C[C@H]1CCC2[C@]1(C)CCC[C@@](C)(C(=O)O)C1C[C@@H]3O,49796.0
603,CHEMBL1431608,Cc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cn2)cc1,49806.0
604,CHEMBL1505902,Cc1nc2c(=O)n(C)c(=O)n(C)c2nc1Cl,49791.0
605,CHEMBL1713955,CC(=O)OC1C2(CC3N4C(=O)C5(CO)SSC4(CC31O)C(=O)N5C)OC(C)C(C)(C)C2=O,49761.0
606,CHEMBL582983,CC(=O)OC1(C)CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,49771.0
607,CHEMBL1228,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,43545.0
608,CHEMBL423192,COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1,49751.0
609,CHEMBL523200,O=[N+]([O-])c1ccc(Sc2nc3ccccc3o2)c([N+](=O)[O-])c1,49751.0
610,CHEMBL1705207,O=C(Cn1sc2ccccc2c1=O)Nc1ccc(Cl)cc1,49746.0
611,CHEMBL1490225,O=[N+]([O-])c1cc(S(=O)(=O)N2CCCCCC2)ccc1F,49750.0
612,CHEMBL1402332,COc1ccc(CNC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)cc1,20995.0
613,CHEMBL1724428,CC1=CC2OC3CC4OC(=O)/C=C\C=CC(C(C)O)OCC(O)C(C)CC(=O)OCC2(CC1O)C4(C)C31CO1,49751.0
614,CHEMBL2144242,CCOC(=O)[C@]12Cc3cc(C)ccc3[C@H]1N(C1CCCCC1)C(=O)c1cc(OC)ccc12,19347.0
615,CHEMBL260148,CC(C)[C@H](NC(=O)OC(C)(C)C)c1nnc(S(=O)(=O)Cc2c(F)cccc2Cl)o1,10482.0
616,CHEMBL1520753,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccccc2)nc1,49741.0
617,CHEMBL1714827,CC(=O)O[C@H]1C[C@@H]2OC3C=C(C)CCC3(C)[C@@]1(C)[C@@]21CO1,49761.0
618,CHEMBL1604546,CC1(C)CC(=O)C2=C(C1)OC1=C(C(=O)CC(C)(C)C1)C2c1ccc(O)cc1O,49732.0
619,CHEMBL1705093,CCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1Sc1[nH]cnc2ncnc1-2,49687.0
620,CHEMBL1308404,O=[N+]([O-])c1c(Nc2ccc(O)cc2)cc(Cl)c2nonc12,5979.0
621,CHEMBL1871738,Cl.O=C1/C(=C\c2ccccc2)CN(C(=O)CCN2CCCCC2)C/C1=C/c1ccccc1,49771.0
622,CHEMBL2140569,CCOC(=O)[C@]12Cc3cc(Cl)ccc3[C@H]1N(C(C)C)C(=O)c1ccccc12,45228.0
623,CHEMBL1724806,,49786.0
624,CHEMBL1308497,O=C(Nc1ccc2nc3n(c(=O)c2c1)CCCCC3)c1c(F)ccc([N+](=O)[O-])c1F,49745.0
625,CHEMBL1301723,N#CC(C#N)=C1C=CC=CN1/C(=C\c1ccco1)C(=O)c1ccccc1,49751.0
626,CHEMBL1612634,COc1ccc(C(C[N+](=O)[O-])n2nc(C)cc2C)cc1,49751.0
627,CHEMBL1338958,CC[C@@H](C)[C@H](NC(=O)OC(C)(C)C)c1nnc(S(=O)(=O)Cc2cc(C)ccc2C)o1,15204.0
628,CHEMBL1460167,C=CCOc1ccccc1C(=O)/C=C1/C(=O)Nc2ccccc21,49710.0
629,CHEMBL1372112,Cl.O=C(c1ccc(Br)cc1)C(CN1CCOCC1)c1ccccc1,49751.0
630,CHEMBL1724645,C=C1C(=O)C23CCC4C(C)(C(=O)OC)CCCC4(C)C2CCC1(O)C3,46785.0
631,CHEMBL1705256,COc1ccc(CC2C(=O)NC(C)C(=O)N(C)C3Cc4ccc(cc4)Oc4cc(ccc4O)CC(C(=O)NC(C)C(=O)NC(C)C(=O)N2C)N(C)C3=O)cc1,49751.0
632,CHEMBL1353015,O=C(Cn1ncc(Cl)c(Cl)c1=O)NCC1CCCCC1,49756.0
633,CHEMBL2144540,CCOC(=O)[C@]12Cc3cc(Cl)ccc3[C@H]1N(C1CCCCC1)C(=O)c1ccccc12,19946.0
634,CHEMBL1510664,ClC(Cl)(c1nnnn1-c1ccccc1)c1nnnn1-c1ccccc1,16587.0
635,CHEMBL2137334,CCOC(=O)[C@]12Cc3c(cc(OC)c(OC)c3OC)[C@H]1N(C1CCCCC1)C(=O)c1cc(OC)ccc12,49756.0
636,CHEMBL1529115,Cc1ccc(NC(=O)C2=C(c3ccccc3)S(=O)(=O)CCS2(=O)=O)cc1,49751.0
637,CHEMBL1370681,COC(=O)CCS(=O)(=O)c1nc(-c2ccccc2)cc(C(F)(F)F)n1,16389.0
638,CHEMBL1895152,Cc1c(C(=O)Nc2ccccc2)c2ccc(C(F)(F)F)cc2n1O,19442.0
639,CHEMBL1353194,COc1ccc(-c2cc(C(F)(F)F)nc(S(C)(=O)=O)n2)cc1,49761.0
640,CHEMBL2144534,CCOC(=O)[C@]12Cc3cc(OC)ccc3[C@H]1N(C1CCCCC1)C(=O)c1ccccc12,49745.0
641,CHEMBL1735539,CCOC(=O)c1c(SCCN2CCCC2)n(-c2ccccc2)c(=S)n(-c2ccccc2)c1=O,49746.0
642,CHEMBL1520801,Cc1nc([N+](=O)[O-])c(Br)n1Cc1ccc(Cl)c(Cl)c1,49751.0
643,CHEMBL1904111,CCSc1ccc(-c2cc(NC=O)c3ncc(-c4cccc(C(=O)NCCN(C)C)c4)n3c2)cc1,20003.0
644,CHEMBL45152,O=c1c2ccccc2sn1-c1ccccc1,16634.0
645,CHEMBL1342053,CCn1c(=O)c([N+](=O)[O-])c(Cl)c2ccccc21,49735.0
646,CHEMBL1405717,N#C/C(C(=O)Nc1ccc(Cl)cc1)=C(/S)Nc1ccccc1,49751.0
647,CHEMBL1323536,O=C(NCc1cccnc1)/C(=C\c1ccc(-c2ccc(Br)cc2)o1)S(=O)(=O)c1ccccc1,49751.0
648,CHEMBL2001648,CC(=O)OC1CC2OC3C=C(C)CCC3(C)C1(C)C21CO1,49756.0
649,CHEMBL309016,COc1cc(/C=C/[N+](=O)[O-])ccc1O,49796.0
650,CHEMBL535307,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2c1[nH]c1ccc(O)cc21,49796.0
651,CHEMBL3190145,O=C(CN1CCN(S(=O)(=O)c2ccc(Br)cc2)CC1)N/N=C/c1ccc(Cl)c([N+](=O)[O-])c1,48731.0
652,CHEMBL1314602,COc1ccc(-n2sc3ccc(F)cc3c2=O)cc1,19902.0
653,CHEMBL1447306,CC1=NNC(=O)/C1=C\c1cn(-c2ccccc2)nc1-c1ccccc1,49756.0
654,CHEMBL309474,C=C1CC(Cn2cc(Br)c(=O)[nH]c2=O)(c2ccc(-c3ccccc3)cc2)OC1=O,12196.0
655,CHEMBL578929,CC1CC(C)CC(C)C(O)C(C#N)=CC=CCC(C2CCCC2C(=O)O)OC(=O)CC(O)C(C)C1,49786.0
656,CHEMBL1550406,CCOc1cc(/C=C2\COc3ccccc3C2=O)cc(Br)c1OCC(=O)N(C)C,49751.0
657,CHEMBL1424951,CC(NC(=O)CN(c1cccc(C(F)(F)F)c1)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)c1ccccc1,49751.0
658,CHEMBL1382215,Cc1cc(Br)ccc1NC(=O)CNC(=O)Cn1ncc(Cl)c(Cl)c1=O,49747.0
659,CHEMBL1712120,O=S(=O)(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)c1ccc(Cl)c2nonc12,41635.0
660,CHEMBL1726134,O=C1C(=C(I)I)c2ccccc2-c2ccccc21,49720.0
661,CHEMBL1533279,O=C1C=C(c2ccc(Cl)cc2)C(=O)N1Nc1ccccc1,12984.0
662,CHEMBL1451470,O=C(NCc1cccnc1)/C(=C\c1ccc(-c2ccc(Cl)c(Cl)c2)o1)S(=O)(=O)c1ccccc1,26682.0
663,CHEMBL1883309,CC(=O)OC1CCC2(C)C(CCC3C4CC=C(C(C)=O)C4(C)OC(=O)CC32)C1,49756.0
664,CHEMBL1540377,O=C(Cn1ncc(Cl)c(Cl)c1=O)N1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,49751.0
665,CHEMBL1530173,Cc1cccc(C(=O)Nc2ccc(C(=O)/C=C/c3ccncc3)cc2)c1,49751.0
666,CHEMBL1403329,Cn1ccnc1Sc1cc(NCCCO)c([N+](=O)[O-])c2nonc12,18219.0
667,CHEMBL1500335,Cc1ccc(NC(=O)CN(C)C(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1,49756.0
